kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,amount
"403829","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0252","2",2870732000
"403829","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0252","2",610076000
"403829","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0252","2",4800000
"403879","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0222","2",130608000
"403879","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0222","2",246790000
"403879","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0222","2",36242000
"403879","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0222","2",251399000
"403879","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","0222","2",19950000
"403879","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","0222","2",55638000
"403879","032","03212","524111","03212DL","2376","SDA","2","A","0","00000001","0222","2",10916000
"403879","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0222","2",5000000
"403879","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","0222","2",1322204000
"403879","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0222","2",121660000
"403834","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0401","2",5446000
"403834","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0401","2",530206000
"403834","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","0401","2",8160000
"403834","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","0401","2",7960000
"403834","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0401","2",188988000
"403834","032","03212","521113","03212WA","2378","EBA","2","A","0","00000001","0401","2",17328000
"403834","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0401","2",1425732000
"403826","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","2251","2",1050453000
"403826","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","2251","2",15000
"403826","032","03212","524114","03212WA","2378","EBA","2","A","0","00000001","2251","2",1150000
"403826","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","2251","2",120000000
"245124","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2451","2",568365000
"403838","032","03212","521119","03212DL","2376","SAC","2","A","0","00000001","2451","2",149990000
"245124","032","03212","523121","03212DL","2376","SAC","2","A","0","00000001","2451","2",52000000
"245124","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","2451","2",50520000
"245124","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","2451","2",48911000
"245124","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","2451","2",577981000
"403838","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","2451","2",86847000
"245124","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","2451","2",8500000
"245124","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","2451","2",1200000
"403838","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","2451","2",37360000
"403838","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","2451","2",2239865000
"403838","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","2451","2",471000000
"403838","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","2451","2",11350000
"427582","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","1312","2",78340000
"427582","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","1312","2",3000000
"427582","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","1312","2",133032000
"427582","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","1312","2",1680000
"427602","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","1905","2",578120000
"403839","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","1905","2",628710000
"427602","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","1905","2",130863000
"403839","032","03212","522191","03212DL","2376","SDA","2","A","0","00000001","1905","2",11990000
"427602","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","1905","2",141025000
"403839","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","1905","2",355276000
"403839","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","1905","2",229485000
"427602","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1905","2",42426000
"403839","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","1905","2",10260000
"427602","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","1905","2",123297000
"427602","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","1905","2",1977000
"427618","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","2151","2",454920000
"427618","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","2151","2",2881783000
"238755","032","03212","522141","03212DL","2375","SCC","2","A","0","00000001","2151","2",40896000
"427618","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","2151","2",153240000
"427618","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","2151","2",599050000
"238755","032","03212","521811","03212DL","2375","QDD","2","A","0","00000001","2151","2",18600000
"427618","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2151","2",988595000
"238755","032","03212","511621","03212WA","2378","EBA","2","A","0","00000001","2151","2",11933000
"427618","032","03212","521213","03212WA","2378","EBD","2","A","0","00000001","2151","2",3000000
"238755","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","2151","2",24410000
"427618","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","2151","2",200471000
"238755","032","03212","511625","03212WA","2378","EBA","2","A","0","00000001","2151","2",8900000
"427618","032","03212","533121","03212DL","2376","RBI","2","D","0","00000001","2151","2",160879000
"427618","032","03212","523121","03212DL","2376","SAC","2","A","0","00000001","2151","2",250000000
"427630","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","3351","2",433992000
"634146","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","3351","2",149000000
"634146","032","03212","521219","03212DL","2376","QDD","2","A","0","00000001","3351","2",34925000
"427630","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","3351","2",7008000
"427630","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","3351","2",42920000
"634146","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","3351","2",294034000
"634146","032","03212","511138","03212WA","2378","EBA","2","A","0","00000001","3351","2",405057000
"427630","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","3351","2",47720000
"634146","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","3351","2",179328000
"634146","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","3351","2",3966791000
"427630","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","3351","2",22250000
"427630","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","3351","2",444769000
"634146","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","3351","2",28750000
"427630","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","3351","2",192410000
"427630","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","3351","2",114600000
"427630","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","3351","2",65548000
"634146","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","3351","2",15550000
"634146","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","3351","2",21200000
"403837","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0209","2",227000000
"403837","032","03212","521811","03212DL","2376","SAC","2","A","0","00000001","0209","2",22150000
"403837","032","03212","522141","03212DL","2376","SDA","2","A","0","00000001","0209","2",16400000
"403837","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0209","2",2538970000
"403837","032","03212","521219","03212DL","2376","QDD","2","A","0","00000001","0209","2",2000000
"403837","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0209","2",7080000
"403837","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0209","2",15639000
"403837","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","0209","2",52500000
"238762","032","03212","511628","03212WA","2378","EBA","2","A","0","00000001","0511","2",555288000
"238762","032","03212","522151","03212DL","2375","DCC","2","A","0","00000001","0511","2",9000000
"238762","032","03212","521213","03212DL","2375","QDD","2","A","0","00000001","0511","2",6994000000
"238762","032","03212","521811","03212DL","2375","QDD","2","A","0","00000001","0511","2",43572000
"238762","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0511","2",5370000
"238762","032","03212","521211","03212DL","2375","SCC","2","A","0","00000001","0511","2",1976390000
"238762","032","03212","522191","03212DL","2375","SCC","2","A","0","00000001","0511","2",32550000
"238762","032","03212","523131","03212WA","2378","EBA","2","A","0","00000001","0511","2",58020000
"238762","032","03212","532111","03212DL","2375","RAL","2","D","0","00000001","0511","2",275000000
"403820","032","03212","524111","03212WA","2378","EBC","2","A","0","00000001","2007","2",9724000
"352595","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","2007","2",72000000
"403820","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","2007","2",12644000
"403820","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","2007","2",78909000
"352595","032","03212","521832","03212DL","2376","SAC","2","D","0","00000001","2007","2",28015000
"403820","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","2007","2",12240000
"403820","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","2007","2",96090000
"239188","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0354","2",297000
"237373","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0354","2",97289000
"239188","032","03212","524111","03212DL","2375","DDA","2","A","0","00000001","0354","2",6415000
"237373","032","03212","522119","03212DL","2376","SAC","2","A","0","00000001","0354","2",47490000
"239188","032","03212","522151","03212DL","2375","SCC","2","A","0","00000001","0354","2",169700000
"237373","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0354","2",148591000
"237373","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","0354","2",2074000
"239188","032","03212","522141","03212DL","2375","SCC","2","A","0","00000001","0354","2",201002000
"239188","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0354","2",25741545000
"237373","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","0354","2",1026106000
"237373","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0354","2",3082000
"237373","032","03212","521119","03212DL","2376","SAC","2","A","0","00000001","0354","2",797800000
"237373","032","03212","521841","03212DL","2376","SAC","2","A","0","00000001","0354","2",63826000
"237373","032","03212","523121","03212DL","2376","SAC","2","A","0","00000001","0354","2",49600000
"239188","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0354","2",217750000
"237373","032","03212","524111","03212DL","2376","SDA","2","A","0","00000001","0354","2",7920000
"239188","032","03212","512414","03212WA","2378","EBA","2","A","0","00000001","0354","2",3353848000
"239188","032","03212","511622","03212WA","2378","EBA","2","A","0","00000001","0354","2",48594000
"403875","032","03212","523129","03212WA","2378","EBA","2","A","0","00000001","0953","2",79395000
"403875","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0953","2",497980000
"403875","032","03212","521211","03212DL","2376","SDA","2","A","0","00000001","0953","2",750000
"403875","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0953","2",143400000
"238741","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0751","2",976910000
"238741","032","03212","524111","03212DL","2375","SCC","2","A","0","00000001","0751","2",595579000
"238741","032","03212","521219","03212DL","2375","QDD","2","A","0","00000001","0751","2",2237651000
"238741","032","03212","522191","03212DL","2375","SCC","2","A","0","00000001","0751","2",20886000
"238741","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0751","2",171984000
"238741","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0751","2",19360000
"238741","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0751","2",265550000
"238741","032","03212","522151","03212DL","2375","SCC","2","A","0","00000001","0751","2",58200000
"403827","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","2201","2",95370000
"403827","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","2201","2",240000000
"440013","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","2202","2",47800000
"403827","032","03212","532111","03212DL","2375","RAL","2","D","0","00000001","2201","2",123750000
"403827","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","2201","2",2338536000
"403827","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","2201","2",36600000
"403827","032","03212","521211","03212DL","2375","DDA","2","D","0","00000001","2201","2",15000000
"403827","032","03212","522151","03212DL","2375","DDA","2","A","0","00000001","2201","2",19800000
"403827","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","2201","2",166499000
"440013","032","03212","521822","03212DL","2376","SAC","2","D","0","00000001","2202","2",106760000
"440013","032","03212","521811","03212DL","2376","SAC","2","A","0","00000001","2202","2",96000000
"440013","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","2202","2",50000000
"403827","032","03212","524114","03212DL","2375","QDD","2","A","0","00000001","2201","2",51365000
"403828","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","1907","2",114093000
"403828","032","03212","511624","03212WA","2378","EBA","2","A","0","00000001","1907","2",273780000
"403828","032","03212","521213","03212DL","2375","DDA","2","A","0","00000001","1907","2",33120000
"403828","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","1907","2",24505000
"403828","032","03212","512414","03212WA","2378","EBA","2","A","0","00000001","1907","2",2173479000
"403828","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","1907","2",924000
"403828","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","1907","2",109458000
"403828","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","1907","2",43380000
"403828","032","03212","524115","03212DL","2375","QDD","2","A","0","00000001","1907","2",800000
"403828","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","1907","2",349000
"626402","032","03212","521219","03212WA","4345","EBC","1","A","0","00000001","0151","2",20000000
"622035","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0503","2",24488000
"622035","032","03212","522141","03212DL","2376","QDD","2","A","0","00000001","0503","2",32149000
"622035","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0503","2",588610000
"622035","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","0503","2",2100000
"622035","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","0503","2",220964000
"622035","032","03212","511153","03212WA","2378","EBA","2","A","0","00000001","0503","2",1194007000
"427511","032","03212","522131","03212DL","2376","SAC","2","A","0","00000001","0154","2",789550000
"403836","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","0152","2",1397000
"403822","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0152","2",1424697000
"427511","032","03212","521219","03212DL","2376","SAC","2","D","0","00000001","0154","2",664125000
"427511","032","03212","521841","03212DL","2376","SAC","2","A","0","00000001","0154","2",210915000
"403821","032","03212","521219","03212WA","2378","EBC","1","A","0","00000001","0152","2",6000000
"403822","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0152","2",68560000
"403822","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0152","2",193651000
"626402","032","03212","521213","03212WA","2378","EBC","1","A","0","00000001","0151","2",1500000
"427511","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","0154","2",256600000
"403822","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0152","2",122348000
"403835","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","0151","2",44290000
"626402","032","03212","524113","03212WA","2378","EBD","1","A","0","00000001","0151","2",41820000
"626402","032","03212","511123","03212WA","2378","EBA","1","A","0","00000001","0151","2",450140000
"403836","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0152","2",357600000
"403836","032","03212","524113","03212WA","2378","EBC","2","A","0","00000001","0152","2",11400000
"427511","032","03212","523131","03212WA","2378","EBA","2","A","0","00000001","0154","2",130000000
"626402","032","03212","521211","03212WA","4345","EBC","1","A","0","00000001","0151","2",286540000
"403836","032","03212","521219","03212WA","2378","EBD","2","A","0","00000001","0152","2",28000000
"403822","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0152","2",7990000
"403822","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0152","2",57999000
"427511","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0154","2",12863099000
"403835","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","0151","2",77575000
"403835","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0151","2",134160000
"403835","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0151","2",4700000
"403821","032","03212","522151","03212WA","2378","EBA","1","A","0","00000001","0152","2",29500000
"403836","032","03212","522192","03212WA","2378","EBD","2","A","0","00000001","0152","2",450000
"626402","032","03212","524119","03212WA","2378","EBA","1","A","0","00000001","0151","2",12395000
"626402","032","03212","522191","03212WA","4345","EBC","1","A","0","00000001","0151","2",140360000
"626402","032","03212","521241","03212DL","2375","AFA","1","A","0","00000001","0151","2",45300000
"403821","032","03212","522111","03212WA","2378","EBA","1","A","0","00000001","0152","2",1326950000
"403836","032","03212","522141","03212WA","2378","EBA","2","A","0","00000001","0152","2",11700000
"403822","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0152","2",125500000
"427511","032","03212","524111","03212DL","2376","QDD","2","A","0","00000001","0154","2",32850000
"403835","032","03212","521113","03212WA","2378","EBA","2","A","0","00000001","0151","2",66528000
"626402","032","03212","521811","03212WA","4345","EBC","1","A","0","00000001","0151","2",85000000
"626402","032","03212","521213","03212DL","2375","AFA","1","A","0","00000001","0151","2",41600000
"626402","032","03212","524111","03212DL","2375","AFA","1","A","0","00000001","0151","2",269873000
"403821","032","03212","511122","03212WA","2378","EBA","1","A","0","00000001","0152","2",193518000
"626402","032","03212","511129","03212WA","2378","EBA","1","A","0","00000001","0151","2",1111185000
"427511","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0154","2",15623530000
"403836","032","03212","521219","03212WA","2378","EBC","2","A","0","00000001","0152","2",17600000
"427511","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","0154","2",36224000
"403822","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","0152","2",2850000
"239260","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","1753","2",167040000
"238010","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1753","2",608176000
"239260","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","1753","2",200000
"238010","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","1753","2",190000000
"238010","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","1753","2",3262295000
"239260","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","1753","2",30000000
"239260","032","03212","511619","03212WA","2378","EBA","2","A","0","00000001","1753","2",24000
"238010","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","1753","2",56985000
"238010","032","03212","524111","03212DL","2376","QDD","2","A","0","00000001","1753","2",19350000
"238010","032","03212","522151","03212DL","2376","QDD","2","A","0","00000001","1753","2",1800000
"239260","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","1753","2",193200000
"239260","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","1753","2",257736000
"239260","032","03212","521211","03212DL","2375","QDD","2","A","0","00000001","1753","2",21563000
"403833","032","03212","521811","03212WA","2378","EBC","2","A","0","00000001","3102","2",2000000
"403833","032","03212","524111","03212WA","2378","EBC","2","A","0","00000001","3102","2",10002000
"403833","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","3102","2",84772000
"403833","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","3102","2",46200000
"403833","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","3102","2",24600000
"427551","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0601","2",6000000
"427551","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","0601","2",2594616000
"427551","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","0601","2",46000000
"427551","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0601","2",771200000
"427551","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0601","2",57000000
"427551","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","0601","2",548000000
"427573","032","03212","521113","03212DL","2376","SAC","2","A","0","00000001","0805","2",7200000
"427573","032","03212","524111","03212DL","2376","QDD","2","A","0","00000001","0805","2",6000000
"403817","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","0855","2",1650000
"427573","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0805","2",8000000
"427573","032","03212","521219","03212DL","2376","QDD","2","A","0","00000001","0805","2",45074000
"427573","032","03212","523121","03212DL","2376","SAC","2","A","0","00000001","0805","2",241310000
"403817","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0855","2",11880000
"403817","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","0855","2",9300000
"403823","032","03212","521213","03212DL","2375","QDD","2","A","0","00000001","1151","2",5662673000
"403823","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","1151","2",91000000
"403823","032","03212","521219","03212DL","2375","DDA","2","A","0","00000001","1151","2",206790000
"652009","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","1206","2",443000000
"652009","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","1206","2",28660000
"652009","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","1206","2",231853000
"652009","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","1206","2",136722000
"652009","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","1206","2",90367000
"653526","032","03212","521219","03212WA","4345","EBC","2","A","0","00000001","0211","2",271238000
"403832","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0211","2",684000000
"403824","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0210","2",102000000
"403832","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0211","2",381500000
"403824","032","03212","523119","03212WA","2378","EBA","2","A","0","00000001","0210","2",38250000
"403832","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0211","2",2900000
"403824","032","03212","524114","03212WA","2378","EBA","2","A","0","00000001","0210","2",10200000
"403832","032","03212","523112","03212WA","2378","EBA","2","A","0","00000001","0211","2",28540000
"403832","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0211","2",20580000
"403832","032","03212","521113","03212WA","2378","EBA","2","A","0","00000001","0211","2",4000000
"403832","032","03212","522191","03212WA","2378","EBA","2","A","0","00000001","0211","2",317610000
"403832","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0211","2",2963682000
"653526","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0211","2",23386000
"403824","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","0210","2",13540000
"403832","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0211","2",95328000
"653526","032","03212","521213","03212WA","4345","EBC","2","A","0","00000001","0211","2",10500000
"403824","032","03212","524111","03212WA","2378","EBC","2","A","0","00000001","0210","2",2160000
"403824","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0210","2",1274452000
"403829","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0252","2",13050000
"403829","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","0252","2",1000000
"403829","032","03212","521211","03212DL","2375","DDA","2","A","0","00000001","0252","2",270311000
"403830","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0258","2",1093426000
"403830","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0258","2",128329000
"403830","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0258","2",172633000
"403829","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0252","2",1869074000
"403829","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0252","2",15630600000
"403879","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0222","2",2000000
"403879","032","03212","521811","03212DL","2376","SDA","2","A","0","00000001","0222","2",6000000
"403879","032","03212","521211","03212DL","2376","SDA","2","A","0","00000001","0222","2",71609000
"403879","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0222","2",10000000
"403879","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0222","2",117077000
"403879","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0222","2",52500000
"403834","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","0401","2",3000000
"403826","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","2251","2",850465000
"403826","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","2251","2",9000000
"403826","032","03212","522191","03212WA","2378","EBC","2","A","0","00000001","2251","2",2000000
"403838","032","03212","521241","03212DL","2376","SAC","2","A","0","00000001","2451","2",265200000
"403838","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","2451","2",80597000
"245124","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","2451","2",12510000
"245124","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","2451","2",22800000
"403838","032","03212","532111","03212DL","2376","RAA","2","A","0","00000001","2451","2",250000000
"403838","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","2451","2",783545000
"245124","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","2451","2",133430000
"403838","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","2451","2",15000000
"245124","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","2451","2",7560000
"427582","032","03212","521119","03212DL","2376","SAC","2","A","0","00000001","1312","2",13000000
"427582","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","1312","2",343575000
"427582","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1312","2",59513000
"427582","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","1312","2",875750000
"427582","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","1312","2",40000
"403839","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","1905","2",581600000
"427602","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","1905","2",177205000
"403839","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","1905","2",184375000
"403839","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","1905","2",12390000
"403839","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1905","2",39000000
"403839","032","03212","521811","03212DL","2376","SAC","2","A","0","00000001","1905","2",246291000
"427602","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","1905","2",34560000
"427602","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","1905","2",2590255000
"403839","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","1905","2",52874000
"427602","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","1905","2",2765000
"403839","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","1905","2",303984000
"427602","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","1905","2",43380000
"427602","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","1905","2",6000000
"403839","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","1905","2",2272604000
"427602","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","1905","2",7474000
"427618","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","2151","2",56000
"427618","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","2151","2",77605000
"427618","032","03212","521219","03212DL","2376","QDD","2","A","0","00000001","2151","2",61274000
"427618","032","03212","521241","03212DL","2376","SAC","2","A","0","00000001","2151","2",6656000
"427618","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","2151","2",10807000
"427618","032","03212","521219","03212WA","2378","EBD","2","A","0","00000001","2151","2",1942000
